PMID/PMCID	Publisher	Journal title	Article title	COST (£) charged to Wellcome (inc VAT when charged)
PMC3567503	Frontiers	Frontiers in Endocrinology	The melanocortin receptors and their accessory protreins	975.81
"PMC3735983

"	Frontiers	Frontiers in Genetics	The mysterious case of the C. elegans gut granule: death fluorescence, anthranilic acid and the kynurenine pathway	346.25
	Frontiers	Frontiers in Human Neuroscience	The anatomy of choice: active inference and agency	582.12
	Frontiers	Frontiers in Human Neuroscience	Self-associations influence task-performance through Bayesian inference	825.37
"PMC3747448

"	Frontiers	Frontiers in Human Neuroscience	Characterising Ageing in the Human Brainstem Using Quantitative Multimodal MRI Analysis	827.13
23720616  PMC3654214 	Frontiers	Frontiers in Human Neuroscience	Graph network analysis of immediate motor learning	1000.87
PMC3590462	Frontiers	Frontiers in Human Neuroscience	Dysregulated but not decreased salience network activity in schizophrenia	837.74
PMC3502006	Frontiers	Frontiers in Immunological Memory	CD161+CD4+ T cells are enriched in teh liver during chronic hepatitis and associated with co-secretion of ill-22 and interferon-gamma	775.82
23805144 PMC3693486 	Frontiers	Frontiers in Immunology	Increased peptide contacts govern high affinity binding of a Modified TCR whilst maintaining a native pMHC docking mode	1014.44
PMC3444764	Frontiers	Frontiers in Inflammation	NLRP3-inflammasome activating DAMPs stimulate an inflammatory response in glia in the absence of priming which contributes to brain inflammation after injury	687.79
PMCID: PMC3554956	Frontiers	Frontiers in Integrative Neuroscience	What is social about social perception?	937.34
PMC3564010	Frontiers	Frontiers in Invertebrate Physiology	Exposure to acetylcholinesterase inhibitors alters the physiology and motor function on honeybees	967.1800000000001
	Frontiers	Frontiers in Molecular Neuroscience	Improved genetically-encoded, FlincG-type fluorescent biosensors for neural cGMP imaging	1209.6
PMC3540408	Frontiers	Frontiers in Neural Circuits	Ionotropic receptors at hippocampal mossy fibres: roles in axonal excitability, synaptic transmission and plasticity	819.45
"PMC3487150

"	Frontiers	Frontiers in Neurorobotics	What is value – accumulated reward or evidence?	625.2
PMCID: PMC3557415	Frontiers	Frontiers in Perception Science	Attribution of intentional causation influences the perception of observed movements: behavioural evidence and neural correlates	987.91
PMC3676342	Frontiers	Frontiers in Schizophrenia	The computational anatomy of psychosis	821.98
PMC3639404	Frontiers	Frontiers in Systems Neuroscience	A unified framework for the organisation of the primate auditory cortex	1644.25
23847615 PMC3696884 	Frontiers	Frontiers in T Cell Biology	Re-directing CD4+ T cell responses with the flanking residues of MHC class II-bound peptides:  the core is not enough	1017.58
PMC3730937	BMJ Group	Frontline Gastroenterology	Sexually Transmitted Infections manifestering as proctitis	720
PMC3724198	BMJ Group	Frontline Gastroenterology	Measurement of faecal calprotectin and lactoferin in inflammatory bowel disease	720
PMC3724199	BMJ Group	Frontline Gastroenterology	Developing an endoscopic mucosal resection (EMR) service in a district general hospital	720
3605576	Elsevier	Fungal Biology	Expression and secretion of Aspergillus fumigatus proteases is regulated in response to different protein substrates	2272.0099999999998
PMC3809933	Elsevier	Fungal Ecology	Species-specific PCR to describe local-scale distributions of four cryptic species in the Penicillium chrysogenum complex	2378.19
PMID: 23256812	Future Science	Future Medicinal Chemistry	Small molecule inhibitors of myosin proteins	2040
PMID: 24024949	Future Science	Future Medicinal Chemistry	Targeting the Mitochondrial Electron Transport Chain of Plasmodium falciparum: New Strategies Towards the Development of Improved Antimalarials for the Elimination Era	2270
PMC 3492750	Future Medicine	Future Microbiology	Evolutionary and genomic insights into meningococal biology	1700
PMC3717328	Future Medicine	Future Neurology	Advances  in the treatment of visual hallucinations on neurodegenerative diseases	2040
	Future Medicine	Future Virology	Disclosure issues with HIV+ parents and HIV- children	1850
"PMCID:
    PMC3646239"	Future Medicine	Future Virology	Viral Hepatitis in resource-limited countries and access to antiviral therapies: current and future challenges	2040
3564995	Dartmouth Journal Services	G3: Genes, Genomes, Genetics	How to design a genetic mating scheme: a basic training package for Drosophila genetics	1230.67
PMC3572711	AGA Institute	Gastroenterology	Much of the genetic risk of colorectal cancer is likely to be mediated through susceptibility to adenomas	238.08
PMC3507624 	Elsevier	Gastroenterology	Intestinal Dendritic Cells Specialize to Activate Transforming Growth Factor-β and Induce Foxp3+ Regulatory T Cells via Integrin αvβ8	2228
PMC3688188	Elsevier	Gene	Identification of multiple binding sites for the THAP domain of the Galileo transposase in the long terminal inverted-repeats	2406.1
PMCID: PMC3611593 	Elsevier	Gene	Dissecting the mechanisms responsible for the multiple insecticide resistance phenotype in Anopheles gambiae s.s., M form, from Vallée de Kou, Burkina Faso	2445.23
PMC3725413	Elsevier	Gene	Identification of a SLC19A2 nonsense mutation in Persian families with thiamineresponsive megaloblastic anemia	2468.7400000000002
"PMC3725417

"	Elsevier	Gene rapy	Gene therapy for PIDs: Progress, pitfalls and prospects	2446.97
Print not yet pub?	Nature Publishing Group	Gene rapy	Inhibition of Neointimal Hyperplasia in a Rabbit Vein Graft Model Following Non-Viral Transfection with Human iNOS cDNA	3000
PMC3418585	Cold Spring Harbor Laboratory Press	Genes & Development	Autoregulation of TDP-43 mRNA levels involves interplay between transcription, splicing and alternative polyA site selection	1501.44
PMC3489999	Cold Spring Harbor Laboratory Press	Genes & Development	Brr2p-mediated conformational rearrangements in the spliceosome during activation and substrate repositioning	1267.34
2.3738518E7	Wiley-Blackwell	Genes Brain Behaviour	A genome-wide association study for reading and language abilities in two population cohorts	2355.52
21255266 PMC3664024	Wiley-Blackwell	Genes Brain Behaviour	Steroid sulfatase is a potential modifier of cognition in Attention Deficit Hyperactivity Disorder	2408.35
23315936 PMC3638342	Wiley-Blackwell	genesis: Journal of Genetics	The Caenorhabditis elegans homeobox gene ceh-19 is required for MC motoneuron function	2376.4
PMC3674525	Wiley-Blackwell	Genetic Epidemiology	A simple and fast two-locus quality control test to detect false positives due to batch effects in genome-wide association studies.	2372.99
PMC3460225	Wiley-Blackwell	Genetic Epidemiology	Transethnic meta-analysis of genome-wide association studies	2345.75
PMC3569874	Wiley-Blackwell	Genetic Epidemiology	Genome-wide association analyis of imputed rare variants: application to seven common complex diseases.	2286.74
PMC3842118	Wiley-Blackwell	Genetic Epidemology	Identification of grouped rare and common variants via penalized logisitc regression	1911.3
PMC2881129	Dartmouth Journal Services	Genetics	Distinct regulation of Mlh1p heterodimers in meiosis and mitosis in Saccharomyces cerevisae	790.93
PMC3584010	Dartmouth Journal Services	Genetics	Estimating selection coefficients in spatially structured populations from time series data of allele frequencies.	1197.72
PMID: 23703681 (May 2013 Epub)	Nature Publishing Group	Genetics in Medicine	Population-based estimates of the prevalence of FMR1 expansion mutations in women with early menopause and primary ovarian insufficiency	3360
	Nature Publishing Group	Genetics in Medicine	Behavioral genetics and population health interventions for alcohol problems: at odds or oddly in agreement?	3000
PMID:23889909	BioMed Central	Genome Biology	The genome and transcriptome of the enteric parasite Entamoeba invadens, a model for encystation	1788.9
PMC3439969	BioMed Central	Genome Biology	The fine-scale architecture of structural variants in 17 mouse genomes.	1950
PMC 3580495	BioMed Central	Genome Biology	The multidrug-resistant PMEN1 pneeumococcus is a paradigm for genetic success	2010
PMC3706778	BioMed Central	Genome Medicine	Identification and Functional Validation of HPV-mediated Hypermethylation in Head and Neck Squamous Cell Carcinoma	2010
Epub ahead of print - May 2013	BioMed Central	Genome Medicine	Targeted next-generation sequencing of head and neck squamous cell carcinoma identifies novel genetic alterations in HPV+ and HPV- tumors	1728.9
PMCID: PMC3460180	Cold Spring Harbor Laboratory Press	Genome Research	Copy number variation leads to considerable diversity for B but not A haplotypes of the human KIR genes encoding NK cell receptors	1491.24
PMC3561869	Cold Spring Harbor Laboratory Press	Genome Research	Differentially expressed, variant U1 snRNAs regulate gene expression in human cells	1548.77
3644876	Wiley-Blackwell	Glia	Microglia and macrophages differentially modulate cell death after brain injury caused by oxygen-glucose deprivation in organotypic brain slices	1977.72
PMC3580049	Wiley-Blackwell	Glia	Injury and differentiation following inhibition of mitochondrial respiratory chain complex IV in rat oligodendrocytes	2184.22
	Oxford University Press	Glycobiology	A novel role for Gtb1p in glucose trimming of N-linked glycans	440.66
"PMCID:
    PMC3671775"	Oxford University Press	Glycobiology	Organization of the extracellular portion of the macrophage galactose receptor: a trimeric cluster of simple binding sites for N-acetylgalactosamine	1700
PMC3551213	BMJ Group	Gut	A basal gradient of Wnt and stem-cell number influences regional tumour distribution in human and mouse intestinal tracts.	2040
2.3665989E7	BMJ Group	Gut	The paradox of NKp46+ NK cells:  drivers of severe HCV-induced pathology but in vivo resistance to IFNa treatment	2340
	BMJ Group	Gut	Obese patients after gastric bypass surgery have lower brain hedonic responses to food than after gastric banding	2340
PMC3659926	Ferrata Storti Foundation	Haematologica	Mutations in the telomere capping complex in bone marrow failure and related syndromes	1567.9399999999998
PMID:22419580 PMC3487588 	Ferrata Storti Foundation	Haematologica	Production of the effector cytokine interleukin-17, rather than interferon-y, is more strongly asociated with autoimmune hemolytic anaemia	378.7
	Wiley-Blackwell	HBM JNL Human Brain Mapping	Phase informed model for motion and susceptibility (PIMMS)	1914.12
Pending	Scientific Research Publishing	Health	Suicide ideation, depression and HIV among pregnant women in rural South Africa	551.27
	Elsevier	Health and Place	Determinants and spatial patterns	1836.92
"PMID: 23376730 PMC3591252 
"	Elsevier	Health and Place	Is the environmental setting associated with the intensity and duration of children’s physical activity? Findings from the SPEEDY GPS study	1749.74
PMC3584993	Oxford University Press	Health Policy Planning	Willingness to pay for a rapid malaria diagnostic test and artemisinin-based combination therapy from private drug shops in Mukono District, Uganda.	1800
	Oxford University Press	Health Promotion International	In what ways do communities support optimal antiretroviral treatment in Zimbabwe?	1700
PMID: 23477577 PMC3727344 	American Psychological Association	Health Psychology	Behavior change techniques used to promote walking and cycling: a systematic review	3188.3
41579	Sage	Health: An Interdisciplinary Journal for the Social Study of Health, Illness and Medicine	Re-valuing donor and recipient bodies in the globalised blood economy: transitions in public policy on blood safety in the UK	1920
Epub ahead of print pub Feb 2013, print in press	BMJ Group	Heart	South Asians and coronary disease: Is there discordance between effects on incidence and prognosis?	2040
PMC3330789 	Cadmus Journal Services	Heart and Circulatory Physiology	Altered sinoatrial node function and intra-atrial conduction in murine gain-of-function Scn5a+/ΔKPQ hearts suggest an overlap syndrome.	1349.18
22807091  PMC3744754 	Wiley-Blackwell	Hepatology	Heterogeneous claudin-1 expression in human liver	1500
2.3775568E7	Wiley-Blackwell	Hepatology	Paracrine signals from liver sinusoidal endothelium regulate hepatitis C virus replication	1500
