DOI/PMID,Cost type,Cost (€),Article title,Journal title,Publisher,Year of publication,Open Access,Notes
10.1186/1471-2407-13-364,Gold Open Access," € 2,010.00 ",Overexpression of primary microRNA 221/222 in acute myeloid leukemia.,BMC Cancer,BIOMED CENTRAL,2013,OA,
10.1186/1471-2229-13-47,Gold Open Access," € 1,575.90 ",Overexpression of the transcription factor RAP2.6 leads to enhanced callose deposition in syncytia and enhanced resistance against the beet cyst nematode Heterodera schachtii in Arabidopsis roots.,BMC Plant Biology,BIOMED CENTRAL,2013,OA,
10.1002/chem.201302014,Hybrid Open Access," € 3,240.00 ","Oxaphospholes and Bisphospholes from Phosphinophosphonates and a, ß Unsaturated Ketones.",Chemistry - A European Journal,WILEY-BLACKWELL,2013,OA,
10.1371/journal.pone.0070002,Gold Open Access," € 1,296.45 ",Oxidized Phospholipids Induce Ceramide Accumulation in RAW 264.7 Macrophages: Role of Ceramide Synthases.,PLoS ONE,PUBLIC LIBRARY OF SCIENCE (PLOS),2013,OA,
10.1016/j.susc.2013.07.011,Hybrid Open Access," € 1,962.59 ",Oxygen on an Fe monolayer on W(110): From chemisorption to oxidation.,Surface Science,ELSEVIER,2013,OA,
10.1016/j.jorganchem.2013.03.027,Hybrid Open Access," € 2,676.26 ","Öztopcu Ö, Kirchner K, et al: Reactivity of iron complexes containing monodentate aminophosphine ligands – Formation of four-membered carboxamido-phospha-metallacycles.",Journal of Organometallic Chemistry,ELSEVIER,2013,OA,
10.1038/onc.2011.639,Other publication costs, € 794.28 ,P53-induced protein with a death domain (PIDD): master of puppets?,Oncogene,NATURE PUBLISHING GROUP,2012,,
10.1371/journal.pone.0078959,Gold Open Access," € 1,196.72 ",Parental Ploidy Strongly Affects Offspring Fitness in Heteroploid Crosses among Three Cytotypes of Autopolyploid Jacobaea carniolica (Asteraceae).,PLoS ONE,PUBLIC LIBRARY OF SCIENCE (PLOS),2013,OA,
10.1021/jp307737s,Hybrid Open Access," € 2,058.62 ",Particle Networks from Powder Mixtures: Generation of TiO2–SnO2 Heterojunctions via Surface Charge-Induced Heteroaggregation.,Journal of Physical Chemistry,AMERICAN CHEMICAL SOCIETY (ACS),2012,OA,
10.1002/ece3.781,Gold Open Access," € 1,652.40 ",Patterns and dynamics of rapid local adaptation and sex in varying habitat types in rotifers.,Ecology and Evolution,WILEY-BLACKWELL,2013,OA,
10.1016/j.neuroscience.2013.01.008,Hybrid Open Access," € 2,676.26 ",Patterns of mRNA and protein expression for 12 GABAA receptor subunits in the mouse brain.,Neuroscience,ELSEVIER,2013,OA,
10.1016/j.leukres.2012.04.015,Hybrid Open Access," € 2,709.03 ",PAX5-AUTS2: A recurrent fusion gene in childhood B-cell precursor acute lymphoblastic leukemia.,Leukemia Research,ELSEVIER,2012,OA,
10.1093/nar/gks760,Gold Open Access, € 540.00 ,PDGF enhances IRES-mediated translation of Laminin B1 by cytoplasmic accumulation of La during epithelial to mesenchymal transition.,Nucleic Acids Research,OXFORD UNIVERSITY PRESS (OUP),2012,OA,
10.1016/j.ridd.2012.05.014,Hybrid Open Access," € 2,979.94 ",Peculiarities in the gestural repertoire: An early marker for Rett syndrome?,Research in Developmental Disabilities,ELSEVIER,2012,OA,
10.1021/es304367t,Hybrid Open Access," € 2,050.96 ",Performance Characteristics of qPCR Assays Targeting Human- and Ruminant-Associated Bacteroidetes for Microbial Source Tracking across Sixteen Countries on Six Continents.,Environmental Science and Technology,AMERICAN CHEMICAL SOCIETY (ACS),2013,OA,
10.2166/hydro.2013.287,Hybrid Open Access," € 2,700.00 ",Performance improvement with parallel numerical model simulations in the field of urban water management.,Journal of Hydroinformatics,IWA PUBLISHING,2013,OA,
10.1016/j.intermet.2012.04.002,Hybrid Open Access," € 1,986.62 ",Phase equilibria and structural investigations in the Ni-poor part of the system Al–Ge–Ni.,Intermetallics,ELSEVIER,2012,OA,
10.1016/j.intermet.2012.11.021,Hybrid Open Access, € 903.05 ,Phase equilibria in the ternary In-Ni-Sn system at 700 °C.,Intermetallics,ELSEVIER,2013,OA,
10.1038/jid.2012.187,Other publication costs," € 2,653.22 ",Phenotypic Characterization of Leukocytes in Prenatal Human Dermis.,Journal of Investigative Dermatology,NATURE PUBLISHING GROUP,2012,OA,
10.1007/s11357-013-9533-z,Hybrid Open Access," € 2,640.00 ",Phospholipid composition and longevity: lessons from Ames dwarf mice.,Age,SPRINGER VERLAG,2013,OA,
10.1021/ic401611v,Hybrid Open Access," € 1,969.01 ",Photocatalytic Reduction of Artificial and Natural Nucleotide Co-factors with a Chlorophyll-Like Tin-Dihydroporphyrin Sensitizer.,Inorganic Chemistry,ELSEVIER,2013,OA,
10.1016/j.jaap.2012.05.004,Hybrid Open Access," € 1,625.42 ",Photochemical degradation study of polyvinyl acetate paints used in artworks by Py–GC/MS.,Journal of Analytical and Applied Pyrolysis,ELSEVIER,2012,OA,
10.1021/ac4000283,Hybrid Open Access," € 2,077.12 ",Photoresponsive Ion Extraction/Release Systems: Dynamic Ion Optodes for Calcium and Sodium Based on Photochromic Spiropyran.,Analytical Chemistry,AMERICAN CHEMICAL SOCIETY (ACS),2013,OA,
10.1021/ja312586p,Hybrid Open Access," € 2,050.96 ",Photosystem II Does Not Possess a Simple Excitation Energy Funnel: Time-Resolved Fluorescence Spectroscopy Meets Theory.,Journal of the American Chemical Society,AMERICAN CHEMICAL SOCIETY (ACS),2013,OA,
10.1016/j.ympev.2013.04.033,Hybrid Open Access," € 2,676.26 ",Phylogenetic evidence for recent diversification of obligate coral-dwelling gobies compared with their host corals.,Molecular Phylogenetics and Evolution,ELSEVIER,2013,OA,
10.11646/phytotaxa.137.1.1,Hybrid Open Access, € 265.70 ,"Phylogenetic position and taxonomy of the enigmatic Orobanche krylowii (Orobanchaceae), a predominatly Asian species newly found in Albania (SE Europe).",Phytotaxa,MAGNOLIA PRESS,2013,OA,
10.1016/j.aop.2012.10.001,Hybrid Open Access," € 1,986.71 ",Physical scales in the Wigner–Boltzmann equation.,Annals of Physics,ELSEVIER,2013,OA,
10.1113/expphysiol.2013.072561,Hybrid Open Access," € 1,699.40 ",Physiology of invertebrate oxytocin and vasopressin neuropeptides.,Experimental Physiology,WILEY-BLACKWELL,2013,OA,
10.1016/j.anbehav.2012.12.023,Hybrid Open Access," € 1,986.71 ",Pigeons integrate past knowledge across sensory modalities.,Animal Behaviour,ELSEVIER,2013,OA,
10.1016/j.imlet.2013.02.002,Hybrid Open Access," € 2,676.26 ",PKCalpha and PKCBeta cooperate functionally in CD3-induced de novo IL-2 mRNA transcription.,Immunology Letters,ELSEVIER,2013,OA,
10.1371/journal.pone.0053709,Gold Open Access," € 1,255.81 ",PKCtheta/beta and CYLD Are Antagonistic Partners in the NFkappaB and NFAT Transactivation Pathways in Primary Mouse CD3+ T Lymphocytes.,PLoS ONE,PUBLIC LIBRARY OF SCIENCE (PLOS),2013,OA,
10.1890/13-0018.1,Other publication costs, € 622.11 ,"Plant diversity affects behavior of generalist root herbivores, reduces crop damage, and enhances crop yield.",Ecological Appplications,ECOLOGICAL SOCIETY OF AMERICA (ESA),2013,,
10.1016/j.ejsobi.2011.01.004,Hybrid Open Access," € 2,257.53 ",Plant species effects on soil macrofauna density in grassy arable fallows of different age.,European Journal of Soil Biology,ELSEVIER,2011,OA,"delayed 2 days, OA on 01.02.2011"
10.1016/j.biochi.2013.06.023,Hybrid Open Access," € 2,058.96 ",Pleiotropic regulation of mitochondrial function by adipose triglyceride lipase-mediated lipolysis.,Biochimie,ELSEVIER,2013,OA,
10.1016/j.sse.2012.04.011,Hybrid Open Access," € 1,625.42 ",PNP PIN bipolar phototransistors for high-speed applications built in a 180 nm CMOS process.,Solid-State Electronics,ELSEVIER,2012,OA,
10.1016/j.comgeo.2010.08.001,Hybrid Open Access," € 1,625.42 ",Pointed drawings of planar graphs.,Computational Geometry: Theory and Applications,ELSEVIER,2012,OA,
10.1091/mbc.E12-12-0911,Hybrid Open Access," € 1,789.14 ",Polo-like kinase phosphorylation of bilobe-resident TbCentrin2 facilitates flagellar inheritance in Trypanosoma brucei.,Molecular Biology of the Cell,AMERICAN SOCIETY FOR CELL BIOLOGY,2013,OA,
10.1371/journal.pone.0061755,Gold Open Access," € 1,269.13 ",Polyacetylenes from Notopterygium incisum–New Selective Partial Agonists of Peroxisome Proliferator-Activated Receptor-Gamma.,PLoS ONE,PUBLIC LIBRARY OF SCIENCE (PLOS),2013,OA,
10.1016/j.jsg.2012.10.006,Hybrid Open Access," € 2,980.06 ","Polyhalite microfabrics in an Alpine evaporite mélange: Hallstatt, Eastern Alps.",Journal of Structural Geology,ELSEVIER,2013,OA,
10.3390/polym5010161,Gold Open Access, € 489.20 ,"Polyphosphazenes: Multifunctional, Biodegradable Vehicles for Drug and Gene Delivery.",Polymers,MDPI,2013,OA,
10.1111/1755-0998.12063,Hybrid Open Access," € 2,400.00 ",Pool-hmm: a Python program for estimating the allele frequency spectrum and detecting selective sweeps from next generation sequencing of pooled samples.,Molecular Ecology Resources,WILEY-BLACKWELL,2012,OA,
10.1016/j.neucom.2011.12.018,Hybrid Open Access," € 1,354.52 ",Possibilities offered by implantable miniaturized cuff-electrodes for insect neurophysiology.,Neurocomputing,ELSEVIER,2012,OA,
10.1016/j.ymeth.2013.02.012,Hybrid Open Access," € 2,676.26 ",Possible pitfalls investigating cell death responses in genetically engineered mouse models and derived cell lines.,Methods,ELSEVIER,2013,OA,
10.1186/1742-9994-10-64,Gold Open Access," € 1,667.70 ","Posterior regeneration in Isodiametra pulchra (Acoela, Acoelomorpha).",Frontiers in Zoology,BIOMED CENTRAL,2013,OA,
10.1155/2013/253521,Gold Open Access," € 1,136.36 ",Postexit Surface Engineering of Retroviral/Lentiviral Vectors.,BIOMED RESEARCH INTERNATIONAL,HINDAWI PUBLISHING CORPORATION,2013,OA,
10.1124/mol.113.086835,Other publication costs, € 630.53 ,Potent Inhibition of Aldehyde Dehydrogenase-2 by Diphenyleneiodonium: Focus on Nitroglycerin Bioactivation.,Molecular Pharmacology,AMERICAN SOCIETY FOR PHARMACOLOGY AND EXPERIMENTAL THERAPEUTICS (ASPET),2013,,
10.1364/OE.21.015904,Gold Open Access," € 1,403.38 ",Precise phasing of 2D-electronic spectra in a fully non-collinear phase-matching geometry.,Optics Express,OPTICAL SOCIETY OF AMERICA (OSA),2013,OA,
10.1007/s00403-013-1340-y,Hybrid Open Access," € 2,618.00 ",Prenatal human skin expresses the antimicrobial peptide RNase 7.,Archives of Dermatological Research,SPRINGER VERLAG,2013,OA,
10.1088/1367-2630/14/11/113036,Gold Open Access, € 891.00 ,Preparing and probing atomic Majorana fermions and topological order in optical lattices.,New Journal of Physics,IOP PUBLISHING,2012,OA,
10.1007/s00401-013-1116-7,Hybrid Open Access," € 2,420.00 ",Presence of six different lesion types suggests diverse mechanisms of tissue injury in neuromyelitis optica.,Acta Neuropathologica,SPRINGER VERLAG,2013,OA,
10.1016/j.limno.2013.05.008,Hybrid Open Access," € 2,676.26 ",Pressure-specific and multiple pressure response of fish assemblages in European running waters.,Limnologica,ELSEVIER,2013,OA,
10.1088/1367-2630/15/7/075011,Gold Open Access, € 772.20 ,Prethermalization revealed by the relaxation dynamics of full distribution functions.,New Journal of Physics,IOP PUBLISHING,2013,OA,
10.1002/we.1666,Hybrid Open Access," € 2,288.91 ",Probabilistic wind power forecasts with an inverse power curve transformation and censored regression.,Wind Energy,WILEY-BLACKWELL,2013,OA,
10.1007/s11225-013-9513-4,Hybrid Open Access," € 2,640.00 ",Probability propagation in generalized inference forms.,Studia Logica,SPRINGER VERLAG,2013,OA,
10.1021/nl3042799,Hybrid Open Access," € 2,051.03 ",Probing from Both Sides: Reshaping the Graphene Landscape via Face-to-Face Dual-Probe Microscopy.,Nano Letters,AMERICAN CHEMICAL SOCIETY (ACS),2013,OA,
10.1002/ange.201210005,Hybrid Open Access," € 3,360.00 ",Probing Local Backbone Geometries in Intrinsically Disordered Proteins by Cross-Correlated NMR Relaxation.,Angewandte Chemie,WILEY-BLACKWELL,2013,OA,
10.1038/nphys2262,Other publication costs," € 1,071.66 ",Probing Planck-scale physics with quantum optics.,Nature Physics,NATURE PUBLISHING GROUP,2012,,
10.1364/OE.21.007209,Gold Open Access," € 1,386.36 ",Probing scattering mechanisms with symmetric quantum cascade lasers.,Optics Express,OPTICAL SOCIETY OF AMERICA (OSA),2013,OA,
10.1088/1367-2630/15/4/043050,Gold Open Access, € 415.80 ,Probing the influence of the Coulomb field on atomic ionization by sculpted two-color laser fields.,New Journal of Physics,IOP PUBLISHING,2013,OA,
10.1002/minf.201300013,Hybrid Open Access," € 2,750.00 ",Probing the Selectivity of Monoamine Transporter Substrates by Means of Molecular Modeling.,Molecular Informatics,WILEY-BLACKWELL,2013,OA,
10.1016/j.neuroimage.2013.01.060,Hybrid Open Access," € 2,676.26 ",Processing counterfactual and hypothetical conditionals: An fMRI investigation.,NeuroImage,ELSEVIER,2013,OA,
10.4155/pbp.13.23,Hybrid Open Access," € 1,980.50 ",Production and purification of the multifunctional enzyme horseradish peroxidase.,Pharmaceutical Bioprocessing,FUTURE SCIENCE GROUP,2013,OA,
10.1016/j.ejc.2013.05.008,Hybrid Open Access," € 1,338.13 ",Products of two atoms in Krull monoids and arithmetical characterizations of class groups.,European Journal of Combinatorics,ELSEVIER,2013,OA,
10.1016/j.ridd.2012.04.012,Hybrid Open Access," € 2,979.94 ",Profiling early socio-communicative development in five young girls with the preserved speech variant of Rett syndrome.,Research in Developmental Disabilities,ELSEVIER,2012,OA,
10.5194/hess-16-457-2012,Gold Open Access," € 1,552.95 ",Promoting interdisciplinary education – the Vienna Doctoral Programme on Water Resource Systems.,Hydrology and Earth System Sciences,COPERNICUS PUBLICATIONS,2012,OA,
10.1016/j.tcs.2013.02.003,Hybrid Open Access," € 2,676.26 ",Proof theory for locally finite many-valued logics: Semi-projective logics.,Theoretical Computer Science,ELSEVIER,2013,OA,
10.1002/lsm.22148,Hybrid Open Access," € 2,748.10 ",Proof-of-concept of a laser mounted endoscope for touch-less navigated procedures. Las,Lasers in Surgery and Medicine,WILEY-BLACKWELL,2013,OA,
10.1016/j.cretres.2013.09.002,Hybrid Open Access," € 3,088.44 ","Propeamussiidae, Inoceramidae, and other Bivalvia from the Lower Cretaceous Puez Formation (Valanginian–Cenomanian; Dolomites, South Tyrol, Italy).",Cretaceous Research,ELSEVIER,2013,OA,
10.1111/nph.12149,Hybrid Open Access," € 2,400.00 ","Prospects and limits of the flow cytometric seed screen – insights from Potentilla sensu lato (Potentilleae, Rosaceae)",New Phytologist,WILEY-BLACKWELL,2013,OA,
10.1016/j.ccr.2012.12.003,Hybrid Open Access," € 4,515.25 ",Protein Kinase C-ß-Dependent Activation of NF-kB in Stromal Cells Is Indispensable for the Survival of Chronic Lymphocytic Leukemia B Cells In Vivo.,Cancer Cell,ELSEVIER,2013,OA,
10.1016/j.yexcr.2013.03.029,Hybrid Open Access," € 2,676.26 ",Protein kinase D2 regulates migration and invasion of U87MG glioblastoma cells in vitro.,Experimental Cell Research,ELSEVIER,2013,OA,
10.1016/j.bbamem.2012.03.006,Hybrid Open Access," € 1,986.62 ",Protein modification by aldehydophospholipids and its functional consequences.,Biochimica et Biophysica Acta - Biomembranes,ELSEVIER,2012,OA,
10.1038/ncomms2791,Hybrid Open Access," € 4,284.00 ",Proteolysis of MOB1 by the ubiquitin ligase praja2 attenuates Hippo signalling and supports glioblastoma growth.,Nature Communications,NATURE PUBLISHING GROUP,2013,OA,
10.4161/rna.25977,Hybrid Open Access, € 252.47 ,Proteome-wide analysis reveals clues of complementary interactions between mRNAs and their cognate proteins as the physicochemical foundation of the genetic code.,RNA Biology,LANDES BIOSCIENCE,2013,OA,
10.4161/rna.25977,Other publication costs, € 598.45 ,Proteome-wide analysis reveals clues of complementary interactions between mRNAs and their cognate proteins as the physicochemical foundation of the genetic code.,RNA Biology,LANDES BIOSCIENCE,2013,OA,
10.1016/j.jprot.2013.10.004,Hybrid Open Access," € 2,726.46 ",Proteomic protease specificity profiling of clostridial collagenases reveals their intrinsic nature as dedicated degraders of collagen.,Journal of Proteomics,ELSEVIER,2013,OA,
10.1002/pro.2304,Hybrid Open Access," € 2,266.38 ",Protonation-Dependent Conformational Variability of Intrinsically Disordered Proteins.,Protein Science,WILEY-BLACKWELL,2013,OA,
10.1002/pro.2304,Other publication costs," € 1,647.98 ",Protonation-Dependent Conformational Variability of Intrinsically Disordered Proteins.,Protein Science,WILEY-BLACKWELL,2013,OA,
10.1088/1367-2630/15/2/023033,Gold Open Access," € 1,069.20 ",Proving the generation of genuine multipartite entanglement in a single-neutron interferometer experiment.,New Journal of Physics,IOP PUBLISHING,2013,OA,
10.1016/j.fgb.2013.02.003,Hybrid Open Access," € 2,676.26 ",Pseudo-constitutivity of nitrate-responsive genes in nitrate reductase mutants.,Fungal Genetics and Biology,ELSEVIER,2013,OA,
10.1021/ja4063103,Hybrid Open Access," € 1,969.01 ",Quadruple Anionic Buckybowls by Solid-State Chemistry of Corannulene and Cesium.,Journal of the American Chemical Society,AMERICAN CHEMICAL SOCIETY (ACS),2013,OA,
10.1038/bjc.2013.585,Hybrid Open Access," € 2,484.00 ",Quality of life during chemotherapy in lung cancer patients: results across different treatment lines.,British Journal of Cancer,NATURE PUBLISHING GROUP,2013,OA,
