PMID/PMCID,Publisher,Journal title,Article title,COST (£)
PMID: 20863641,Elsevier,Magnetic Resonance Imaging,Micro-magnetic resonance imaging study of live quail embryos during embryonic development,"£2,354.67"
PMID: 20951626,Elsevier,Medical Engineering and Physics,Fluid Load Support and Contact Mechanics of Hemiarthroplasty in the Natural Hip Joint,"£2,273.56"
PMID: 20117214,Elsevier,Methods,Live-cell analysis of kinetochore-microtubule interaction in budding yeast,"£1,055.02"
PMC 3036800,Elsevier,Methods,Mapping quantitative traits and strategies to find quantittave trait genes,"£2,307.64"
PMC3032049,Elsevier,Microbes & Infection,The Syk/CARD9-Couped Receptor Dectin-1 is Not Required for Host Resistance to Mycobacterium Tuberculosis in Mice,"£2,635.55"
3032890,Elsevier,Microbial Pathogenesis,Detection of Feline Haemoplasma Species in Experimental Infections by In-Situ Hybridisation,"£2,240.24"
PMC3081538,Elsevier,Mitochondrian,A critical analysis of the combined usage of protein localization prediction methods: increasing the number of independent data sets can reduce the accuracy of predicted mitochondrial localization,"£2,227.91"
PMC3115022,Elsevier,Mitochondrian,Variation in MAPT is not a contributing factor to the incomplete penetrance in LHON,"£2,303.90"
21093499,Elsevier,Molecular and Biochemical Parasitology,Genome-wide RNAi screens in African trypanosomes identify the nifurtimox activator,"£2,446.26"
PMID: 21074579,Elsevier,Molecular and Biochemical Parasitology,The VSG C-terminal domain is inaccessible to antibodies on live trypanosomes,"£2,123.14"
PMID:19782106,Elsevier,Molecular and Biochemical Parasitology,Myristoyl-CoA:protein N-myristoyltransferase depletion in trypanosomes causes avirulence and endocytic defects.,"£2,122.35"
PMID:20653091,Elsevier,Molecular and Biochemical Parasitology,The small GTPase ARL2 is required for cytokinesis in Trypanosoma brucei,"£2,228.64"
21073906,Elsevier,Molecular and Biochemical Parasitology,Trypanosoma cruzi MSH2: Functional analyses on different parasite strains provide evidences for a role on the oxidative stress response,"£2,226.00"
PMC2994645,Elsevier,Molecular and Biochemical Parasitology,Trypanosomatid protein phosphatases,"£2,160.01"
PMID: 21889573 ,Elsevier,Molecular and Cellular Endocrinology,Intracellular Ca2+ channels: a growing community,"£2,148.43"
PMC3057017,Elsevier,Molecular and Cellular Endocrinology,Steroidogenic factor-1 (SF-1; NR5A1) and Human Disease,"£2,206.12"
PMC3038263,Elsevier,Molecular and Cellular Neuroscience,Receptor tyrosine phosphatase PTP_ is a regulator of spinal cord neurogenesis,"£2,211.05"
PMID: 20510366,Elsevier,Molecular and Cellular Neurscience,In Vivo evidence for the involvement of the carboxy terminal domain in assembling connexin 36 at the electrical synapse.,"£1,880.47"
PMID: 20797632,Elsevier,Molecular Cell,A proteomic screen for nucleolar SUMO targets shows SUMOylation modulates the function of Nop5/Nop58,"£3,205.92"
PMC3038259,Elsevier,Molecular Cell,Analysis of Active and Inactive X Chromosome Architecture Reveals the Independent Organization of 30 nm and Large-Scale Chromatin Structures,"£3,718.38"
PMID: 20513423 ,Elsevier,Molecular Cell,Cdks regulate autophagy via vps34,"£3,334.33"
3029554,Elsevier,Molecular Cell,Conformational conversion during amyloid formation at atomic resolution,"£3,218.69"
PMC3000496,Elsevier,Molecular Cell,Splicing-dependent RNA polymerase pausing in yeast,"£3,700.93"
PMID:21777815,Elsevier,Molecular Cell,The initiation factor TFE and the elongation factor Spt4/5 compete for binding to the RNAP clamp during transcription initiation and elongation,"£3,565.38"
PMID: 20965417,Elsevier,Molecular Cell,The nucleolus under stress.,"£3,312.18"
PMC 2923755,Elsevier,Molecular genetics and metabolism,Thermolability of mutant MMACHC protein in the vitamin B12-responsive cblC disorder,"£2,073.73"
PMID: 21232799 ,Elsevier,Molecular Immunology,A role for specific collagen motifs during wound healing and inflammatory response of fibroblasts in the teleost fish gilthead seabream,"£2,225.59"
21055811,Elsevier,Molecular Immunology,A structural basis for Staphylococcal complement subversion: X-ray structure of the complement-binding domain of Staphylococcus aureus protein Sbi in complex with ligand C3d.,"£2,313.40"
PMC3093621,Elsevier,Neoroimage,Regional specificity of MRI contrast parameter changes in normal ageing revealed by voxel-based quantification (VBQ),"£2,361.48"
,Elsevier,Neurobiology of Aging,Absence of <alpha>-synuclein affects dopamine metabolism and synaptic markers in the striatum of aging mice,"£2,325.38"
PMID:21843906,Elsevier,Neurobiology of Aging,Altered regulation of tau phosphorylation in a mouse model of Down syndrome aging,"£2,139.23"
PMC 2955784,Elsevier,Neurobiology of Disease,Does gene deletion of AMPA GluA 1 phenococopy features of schizoaffective disorder?,"£2,264.56"
PMC3107939,Elsevier,Neurobiology of Disease,Lysosomal dysfunction increases exosome-mediated alpha-synuclein release and transmission.,"£2,250.42"
PMCID: PMC2989449,Elsevier,Neurobiology of Learning and Memory,"Trial-unique, delayed nonmatching to location (TUNL): A novel, highly hippocampus-dependent automated touchscreen test of location memory and pattern separation","£2,109.94"
PMID:20132892,Elsevier,Neuroimage, A dynamic causal model study of neuronal population dynamics,"£2,305.69"
PMC3202632,Elsevier,NeuroImage,A dynamic causal model for evoked and induced responses,"£2,139.23"
PMC3200436,Elsevier,Neuroimage,An MEG signature corresponding to an axiomatic model of reward prediction error ,"£2,173.99"
PMID:19703570,Elsevier,Neuroimage,Cingulate activity and fronto-temporal connectivity in people with prodromal signs of psychosis,"£2,305.69"
PMC3032893,Elsevier,NeuroImage,Clustering Probabilistic Tractograms Using Independent Component Analysis Applied to the Thalamus,"£2,305.73"
PMC3200437,Elsevier,Neuroimage,"Comparing Dynamic Causal Models using AIC, BIC and Free Energy","£2,139.23"
PMID:21256225,Elsevier,Neuroimage,Comparing the similarity and spatial structure of neural representations: A pattern-component model,"£2,305.69"
PMC3093618,Elsevier,NeuroImage,Consistent Spectral Predictors for Dynamic Causal Models of Steady State Responses,"£2,445.78"
PMC3092987,Elsevier,NeuroImage,Controlling false positive rates in mass-multivariate tests for electromagnetic responses,"£2,328.28"
PMID:21945789,Elsevier,NeuroImage,Cortical responses to changes in acoustic regularity are differentially modulated by attentional load.,"£2,140.54"
PMID:20452439,Elsevier,Neuroimage,Creating a population-averaged standard brain template for Japanese macaques,"£2,305.69"
PMC3200431,Elsevier,Neuroimage,"DCM for complex-valued data: cross-spectra, coherence and phase-delays","£2,139.23"
PMID:21907810,Elsevier,Neuroimage,Decoding episodic memory in ageing: a Bayesian analysis of activity patterns predicting memory,"£2,152.97"
PMC3176914,Elsevier,Neuroimage,Deconstructing risk: separable encoding of variance and skewness in the brain,"£2,173.99"
PMID:21216294,Elsevier,Neuroimage,Diffeomorphic registration using geodesic shooting and Gauss-Newton optimisation,"£2,305.69"
PMID:21924363,Elsevier,Neuroimage,Dynamic causal modeling with neural fields,"£2,152.97"
PMC3167373,Elsevier,Neuroimage,"Effective connectivity: Influence, causality and biophysical modeling","£2,250.42"
"PMCID: PMC3063336
",Elsevier,Neuroimage,False positives in neuroimaging genetics using Voxel Based Morphometry data,"£2,262.71"
PMC3081064,Elsevier,NeuroImage,Flow of affective information between communicating brains,"£2,267.15"
PMC3163823,Elsevier,Neuroimage,"Identical, but not the same: Intra-site and Inter-site Reproducibility of Fractional Anisotropy Measures on two 3.0 Tesla scanners","£2,120.73"
PMID:19635575,Elsevier,Neuroimage,Investigating spatial specificity and data averaging in MEG,"£2,305.69"
PMID:21352925,Elsevier,Neuroimage,Measuring functional connectivity using MEG: Methodology and comparison with fcMRI,"£2,305.69"
PMC3094760,Elsevier,Neuroimage,Network discovery with DCM,"£2,328.28"
PMC3049874,Elsevier,Neuroimage,"Neural Fields, Spectral Responses, and Lateral Connections","£2,315.28"
PMID:20056156,Elsevier,Neuroimage,Optimized beamforming for simultaneous MEG and intracranial local field potential recordings in deep brain stimulation patients,"£2,305.69"
PMID:21723950,Elsevier,NeuroImage,Patient Classification as an Outlier Detection Problem: an Application of the One-Class Support Vector Machine,"£2,139.23"
PMID:20044007,Elsevier,Neuroimage,Perceptual shape sensitivity to upright and inverted faces is reflected in neuronal adaptation,"£2,305.69"
PMC3112494,Elsevier,NeuroImage,POST HOC BAYESIAN MODEL SELECTION,"£2,362.94"
PMID:20969964,Elsevier,Neuroimage,Practical constraints on estimation of source extent with MEG beamformers,"£2,305.69"
PMC2871976,Elsevier,Neuroimage,Predicting clinical scores from magnetic resonance scans in Alzheimer’s disease,"£2,305.69"
PMID:17616402,Elsevier,Neuroimage,Spatial normalization of lesioned brains: performance evaluation and impact on fMRI analyses,"£2,280.79"
PMC3115139,Elsevier,Neuroimage,The impact of physiological noise correction on fMRI at 7T,"£2,340.23"
PMC3095074,Elsevier,NeuroImage,The relationship between the visual evoked potential and the gamma band 6 investigated by blind and semi-blind methods,"£2,250.42"
PMC3092986,Elsevier,NeuroImage,The structural neuroanatomy of music emotion recognition,"£2,328.28"
20303408,Elsevier,Neuroimage,To cover the VAT charges for the article 'Dissociable responses to punishment in distinct striatal regions during reversal learning' ,£115.18
PMID:21232615,Elsevier,Neuroimage,Top-down modulation of ventral occipito-temporal responses during visual word recognition,"£2,305.69"
PMID:19944173,Elsevier,Neuroimage,Topological FDR for neuroimaging,"£2,305.69"
PMID:20079448,Elsevier,Neuroimage,Transcranial magnetic stimulation reveals the content of visual short-term memory in the visual cortex,"£2,305.69"
PMC3018573,Elsevier,Neuroimage,Unified segmentation based correction of R1 brain maps for RF transmit field inhomogeneities (UNICORT),"£2,215.76"
PMC  3115068,Elsevier,Neurolmage,"Diffusion imaging of whole, post-mortem himan brains on a clinical MRI scanner","£2,302.36"
PMCID: PMC3143834,Elsevier,Neuron,Prestin-driven cochlear amplification is not limited by the outer hair cell membrane time constant,"£3,763.40"
PMC3093612,Elsevier,Neuron,Phosphorylation regulates OLIG2 co-factor choice and the motor neuron-oligodendrocyte fate switch,"£3,880.47"
PMC3057015,Elsevier,Neuron,A Critical Role for Neurofascin in Regulating Action Potential Initiation Through Maintenance of the Axon Initial Segment,"£3,718.38"
PMC3004039,Elsevier,Neuron,Bassoon Speeds Vesicle Reloading at a Central Excitatory Synapse,"£3,676.88"
PMID:22099466,Elsevier,Neuron,Dissociable reward and timing signals in human mid-brain and ventral striatum,"£3,854.58"
3003154,Elsevier,Neuron,Facilitation of Long-Term Potentiation by Muscarinic M1 Receptors is mediated by inhibition of SK channels,"£3,577.14"
PMC 2977079,Elsevier,Neuron,Genetic advances in the study of speech and language disorders,"£3,931.97"
PMC2997424,Elsevier,Neuron,Genetic analysis of pathways to Parkinson's disease,"£3,794.11"
PMC3183226,Elsevier,Neuron,Hedging your bets by learning reward correlations in the human brain,"£3,565.38"
PMC3077926,Elsevier,Neuron,Model-based influences on humans’ choices and striatal prediction errors,"£3,842.85"
PMC3125699,Elsevier,Neuron,Oscillations and filtering networks support flexible routing of information,"£3,763.75"
PMID:21658587,Elsevier,Neuron,VEGF signalling through neuropilin 1 guides commissural axon crossing at the optic chiasm,"£3,950.00"
PMID: 21059362 ,Elsevier,Neuropharmacology,Ginkgolide B and bilobalide block the pore of the 5-Ht3 receptor at a location that overlaps the picrotoxin binding site,"£2,157.50"
PMC 2904804,Elsevier,NEUROPSYCHOGIA,AN EFFICIENT AND RELIABLE METHOD FOR MEASURING CEREBRAL LATERALISATION DURING SPEECH WITH FUNCTIONAL TRANSCRANIAL DOPPLER,"£2,298.82"
PMC3202629,Elsevier,Neuropsychologia,Auditory object cognition in dementia,"£2,141.96"
PMC3083511,Elsevier,Neuropsychologia,Automatic relevance detection in the absence of a functional amygdala,"£2,335.43"
PMID:20638398,Elsevier,Neuropsychologia,Intact imitation of emotional facial actions in autism spectrum conditions,"£2,305.69"
PMC3149659,Elsevier,Neuropsychologia,Interhemispheric integration in visual search,"£2,353.60"
PMC3083513,Elsevier,Neuropsychologia,Normal form from biological motion despite impaired ventral stream function,"£1,970.45"
PMID:21964201,Elsevier,Neuropsychologia,Patient HC with developmental amnesia can construct future scenarios,"£2,146.16"
PMC 2938569,Elsevier,Neuropsychologia,Spatial working memory deficits in GluA1 AMPA receptor subunit knockout mice reflect impaired short-term habituation: Evidence for Wagner's dual-process memory model,"£2,103.49"
PMC3119435,Elsevier,Neuropsychologia,Storage and binding of object features in visual working memory,"£2,312.28"
PMC3112497,Elsevier,Neuropsychologia,The effect of hippocampal damage in children on recalling the past and imagining new experiences,"£2,328.28"
