PMID/PMCID,Publisher,Journal title,Article title,COST (£)
PMC3271374,Elsevier,Neuroimage,Expectancy and surprise predict neural and behavioural measures of attention to threatening stimuli,"£2,108.96"
PMC3518780,Elsevier,Neuroimage,Expected Reward Modulates Encoding-Related Theta Activity Before an Event,"£2,297.70"
PMC3480647,Elsevier,Neuroimage,"Fingerspelling, signed language, text and picture processing in deaf native signers: the role of the mid-fusiform gyrus.","£2,321.09"
PMC3382730,Elsevier,Neuroimage,Frequency-dependent functional connectivity within resting-state networks: An atlas-based MEG beamformer solution,"£2,364.38"
PMC3387384,Elsevier,NeuroImage,Go and no-go learning in reward and punishment: Interactions between affect and effect,"£2,236.56"
PMC3459100,Elsevier,NeuroImage,Measuring Functional Connectivity in MEG: a Multi-Variate Approach insensitive to linear Source Leakage,"£2,250.84"
PMC3387385,Elsevier,Neuroimage,Neuroanatomical correlates of visual car expertise,"£2,212.59"
PMC3398766,Elsevier,Neuroimage,Nonverbal sound processing in semantic dementia: A functional MRI study.,"£2,345.99"
PMC3518782,Elsevier,Neuroimage,Quantifying vascular influences on neurovacular coupling with removing motion and physiological artifacts from intrinsic BOLD fluctuations using short echo data,"£2,343.23"
PMC3480642,Elsevier,NeuroImage,SPM: A History,"£2,316.16"
PMC3480644,Elsevier,Neuroimage,Studying the freely-behaving brain with fMRI,"£2,165.06"
PMC3314907,Elsevier,Neuroimage,"The effect of local perturbation fields on human DTI: characterisation, measurement and correction","£2,166.20"
PMC3480649,Elsevier,NeuroImage,The history of the future of the Bayesian brain,"£2,316.16"
PMC3382731,Elsevier,NeuroImage,The influence of spontaneous activity on stimulus processing in primary visual cortex,"£2,008.40"
PMC3361668,Elsevier,NeuroImage,The problem of low variance voxels in statistical parametric mapping; a new hat avoids a 'haircut'.,"£2,008.40"
PMC3387369,Elsevier,Neuromuscular Disorders,Cardiomyopathy is common in patients with the mitochondrial DNA m.3243A>G mutation and correlates with mutation load,"£2,215.46"
PMC3476534,Elsevier,Neuromuscular Disorders,Cytochrome c oxidase - intermediate fibres: importance in understanding the pathogenesis and treatment of mitochondrial myopathy,"£2,295.36"
PMC3387382,Elsevier,Neuromuscular Disorders,MPV17 mutation causes neuropathy and leukoencephalopathy with multiple mtDNA deletions in muscle,"£2,231.59"
PMC3458212,Elsevier,Neuron,An agent independent axis for executed and modelled choice in medial prefrontal cortex,"£3,793.86"
PMC3389343,Elsevier,Neuron,Disintegrating brain networks: from syndromes to molecular nexopathies,"£3,860.25"
PMC3417237,Elsevier,Neuron,Dopamine enhances model-based over model-free choice behavior,"£3,565.48"
PMC3437564,Elsevier,Neuron,Neural Mechanisms Underlying Paradoxical Performance for Monetary Incentives Are Driven by Loss Aversion,"£3,971.67"
PMC3398391,Elsevier,Neuron,The subtype of GluN2 C-terminal domain determines the response to excitotoxic insults,"£3,876.90"
PMC3396853,Elsevier,Neuropharmacology,Gating of NMDA receptor-mediated hippocampal spike timing-dependent potentiation by mGluR5,"£2,153.41"
PMC3465557,Elsevier,Neuropharmacology,"Mixed antagonistic effects of the ginkgolides at recombinant human _1 GABAC receptors
","£2,275.03"
PMC3384000,Elsevier,Neuropharmacology,TCN 201 selectively blocks GluN2A-containing NMDARs in a GluN1 co-agonist dependent but non-competitive manner,"£2,208.86"
PMC3430861,Elsevier,Neuropharmacology,"The pharmacological profile of ELIC, a prokaryotic GABAgated Receptor","£2,306.51"
PMC3484399,Elsevier,Neuropsychologia,Accent processing in dementia,"£2,200.09"
PMC3500691,Elsevier,Neuropsychologia,Decoding information in the human hippocampus: A user's guide,"£2,250.63"
PMC3083512,Elsevier,Neuropsychologia,Polarity and timing-dependent effects of transcranial direct current stimulation in explicit motor learning,"£2,244.24"
PMC3405515,Elsevier,Neuropsychologia,Preserved local but disrupted contextual figure-ground influences in an individual with abnormal function of intermediate visual areas,"£2,298.10"
PMC3396851,Elsevier,Neuropsychologia,Rapid enhancement of touch from non-informative vision of the hand,"£2,206.06"
PMC3524457,Elsevier,Neuropsychologia,Reading without the left ventral occipito-temporal cortex,"£2,314.91"
PMC3382713,Elsevier,Neuropsychologia,Structural correlates for lexical efficiency and number of languages in non-native speakers of English,"£2,298.10"
PMC3368430,Elsevier,Neuropsychologia,The signer and the sign: cortical correlates of person identity and language processing from point-light displays.,"£2,008.40"
PMC3198251,Elsevier,Neuropsychologia,Where were those rabbits? A new paradigm to determine cerebral lateralisation of visuospatial memory function in children.,"£2,159.96"
PMC3334833,Elsevier,Neuropsychologia,"Lateralised visual attention is unrelated to language lateralisation, and not influenced by task difficulty – A functional transcranial Doppler study","£2,374.36"
,Elsevier,Operations Research for Health Care,"Drug-resistant tuberculosis in Mumbai, India: an agenda for operations research","£2,383.00"
PMC3438450,Elsevier,Pain,Imaging the neural correlates of neuropathic pain and pleasurable relief associated with inherited erythromelalgia in a single subject with quantitative arterial spin labelling,"£2,300.38"
PMC3399778,Elsevier,Pain,Intermediate Charcot Marie Tooth disease due to a novel Trp101Stop Myelin Protein Zero Mutation associated with debilitating neuropathic pain,"£2,168.60"
PMC3425771,Elsevier,Pain ,Partial nerve injury induces electrophysiological changes in conducting (uninjured) nociceptive and non-nociceptive DRG neurons: possible relationships to aspects of peripheral neuropathic pain and paresthesias,"£2,197.66"
PMC3314948,Elsevier,Peptides,Central and peripheral apelin receptor distribution in the mouse: species differences with rat,"£2,217.30"
PMC3368272,Elsevier,Peptides,"The host-seeking inhibitory peptide, Aea-HP-1, is made in the male accessory gland and transferred to the female during copulation","£2,028.07"
PMC3289144,Elsevier,Personality and Individual Differences,Assessing negative cognitive style: Development and validation of a short-form version of the Cognitive Style Questionnaire,"£2,217.30"
PMC3191267,Elsevier,Personality and Individual Differences,Dispositional mindfulness moderates the relation between Neurotocism and depressive symptoms,"£2,245.59"
PMC3417236,Elsevier,Personality and Individual Differences,Item response theory and validity of the NEO-FFI in adolescents,"£2,169.36"
PMC3283908,Elsevier,Personality and Individual Differences ,Scant evidence for Spearman’s Law of diminishing returns in middle childhood. (2007),"£2,099.95"
PMC3361765,Elsevier,Physiology and Behavior,Nutrient detection by incretin hormone secreting cells,"£2,144.54"
PMID: 19215981 ,Elsevier,Placenta,Evidence for transcriptional activity in the syncytioprophablast of the human placenta,"£1,277.60"
PMC3252240,Elsevier,Pregnancy Hypertension,Endoplasmic reticulum stress in the pathogenesis of early-onset pre-eclampsia,"£1,903.93"
PMC3437563,Elsevier,Preventative Veterinary Medicine,A Bayesian elictation of veterinary beliefs regarding systemic dry cow therapy: variation & importance for clinical trial design,"£2,328.23"
PMID: 21930185 ,Elsevier,Progress in Neurobiology,Autophagy and polyglutamine diseases,"£1,880.88"
PMC3382716,Elsevier,Progress in Neurobiology,Cholinergic modulation of cognition: Insights from human pharmacological functional neuroimaging,"£2,364.38"
PMC3389346,Elsevier,Progress in Neurobiology,Waking and Dreaming Consciousness: Neurobiological and Functional Considerations,"£2,215.10"
PMC2928448,Elsevier,Psychiatric Clinics of North America,Cognitive Behavior Therapy for Eating Disorders,"£2,147.89"
PMC3184477,Elsevier,Psychiatry Research,Cognitive insight in psychosis: the relationship between self-certainty and self-reflection dimensions and neuropsychological measures.,"£2,316.90"
PMC3101706,Elsevier,Reproductive Biomedicine Online,The politics of human embryo research and the motivation to achieve PGD,"£2,304.33"
PMC3500685,Elsevier,Resuscitation,Team performance in resuscitation teams: Comparison and critique of two recently developed scoring tools,"£1,830.63"
PMC3482665,Elsevier,Resuscitation,"The ""Resus:Station"": The use of clinical simulations in a randomised crossover study to evaulate a novel resuscitation trolley","£2,180.59"
PMC3315675,Elsevier,Schizophrenia Research,Independent estimation of the frequency of rare CNVs in the UK population confirms their role in schizophrenia,"£2,026.36"
PMC3278596,Elsevier,Schizophrenia Research,Sensorimotor gating and clinical outcome following cognitive behaviour therapy for psychosis,"£2,087.36"
PMID: 22248674 ,Elsevier,Seminars in Cell & Developmental Biology,Nerveless and gutsy: intestinal nutrient sensing from invertebrates to humans,"£2,322.15"
PMC3415683,Elsevier,SEMINARS IN CELL DEVELOPMENT BIOLOGY,NOTCH RECEPTOR-LIGAND BINDING & ACTIVATION: INSIGHTS FROM MOLECULAR STUDIES,"£2,339.46"
PMC3235550,Elsevier,Seminars in Immunology,Harnessing dendritic cells in inflammatory skin diseases ,"£2,253.59"
PMC3149658,Elsevier,Social Science & Medicine,Risk and reproductive decisions: British Pakistani couples' respponses to generic counciling,"£2,211.46"
PMC3320712,Elsevier,Structure,Structure of the discoidin domain receptor 1 extracellular region bound to an inhibitory Fab fragment reveals features important for signaling,"£3,756.00"
PMC3195670,Elsevier,Structure,A Helix Heterodimer in a Lipid Bilayer: Prediction of the Structure of an Integrin Transmembrane Domain via Multiscale Simulations,"£4,243.80"
PMC3469822,Elsevier,Structure,ATP-Driven Remodeling of the Linker Domain in the Dynein Motor,"£3,531.46"
PMC3420021,Elsevier,Structure,Crystallographic analysis of PTB-Raver1 interactions involved in regulation of alternative splicing,"£3,858.27"
PMC3391681,Elsevier,Structure,Structural insights into the role of domain flexibility in human DNA ligase IV,"£3,608.92"
PMC3267040,Elsevier,Structure,Structure of a Blinkin-BUBR1 complex reveals an interaction essential for kinetochore-mitotic checkpoint regulation via an unanticipated binding site,"£2,313.62"
PMC3384002,Elsevier,Studies in History and Philosophy of Biological and Biomedical Sciences,Tibetan ‘wind’ and ‘wind’ illnesses: towards a multicultural approach to health and illness,"£2,316.16"
PMID: 22849032,Elsevier,Studies in History and Philosophy of Science,And to end on a poetic note: Galen's authorial strategies in the pharmacological books,"£2,244.51"
PMC3316859,Elsevier,Survey of Ophthalmology,Trachomatous trichiasis and its management in endemic countries.,"£2,703.52"
PMC3314918,Elsevier,Tetrahedron Letters,Investigation of copper (II) tetrafluoroborate catalysed epoxide opening,"£2,080.75"
PMC3431536,Elsevier,Ticks and Tick-borne Diseases,Detection and identification of putative bacterial endosymbionts and endogenous viruses in tick cell lines,"£2,236.26"
PMC3325481,Elsevier,Toxicology,A Role for Solvents in the Toxicity of Agricultural Organophosphorus Pesticides,"£2,352.88"
PMC3202641,Elsevier,Transplantation Proceedings,Regulatory T cells in Transplantation,"£2,135.80"
PMC3323831,Elsevier,Trends in Biochemical Sciences,Different dimerisation mode for TLR4 upon endosomal acidification?,"£2,022.66"
PMC3063335,Elsevier,Trends in Genetics,A Twin approach to unravelling Epigenetics,"£2,373.65"
PMC3377968,Elsevier,Ultrasound in Medicine and Biology,The speed of sound and attenuation of an IEC agar-based tissue mimicking material for high frequency ultrasound applications ,"£2,357.66"
PMC3409375,Elsevier,Vaccine,"A qualitative study of HPV vaccine acceptability among health workers, teachers, parents, female pupils, and relegious leaders in northwest Tanzania","£2,229.66"
PMC3366072,Elsevier,Vaccine,"Can we, should we, eradicate the meningococcus?","£2,173.55"
PMC3191278,Elsevier,Vascular Pharmacology,Evidence both L-type and non-L-type voltage-dependent calcium channels contribute to cerebral artery vasospasm following loss of NO in the rat,"£2,037.89"
PMC3400054,Elsevier,Veterinary Journal,"Breed, age and gender distribution of dogs with chronic hepatitis in the United Kingdom","£2,162.68"
,Elsevier,Veterinary Parasitology ,COWP Article,"£2,001.26"
,Elsevier ,Best Practice & Research Clinical Endocrinology & Metabolism,Cellular and molecular mechanisms of mitochondrial function,"£2,200.09"
PMC3326522,Elsevier ,Cell,ATP-triggered conformational changes delineate substrate-binding and-folding mechanics of the GroEL chaperonin,"£1,751.57"
PMC3314904,Elsevier ,Structure,Structural Dynamics Associated with Intermediate Formation in an Archetypal Conformational Disease,"£3,997.35"
PMID: 21592738,Elsevier Masson,European Psychiatry,Association between flashbacks and structural brain abnormalities in posttraumatic stress disorder,"£1,909.89"
PMC3080602,Elsevier Masson,Europena Journal of Psychiatry,Modelling psychiatric measures using skew-normal distribution,"£1,879.88"
"PMC3279736
",Endocrine Society,Endocrinology,Acute Glucocorticoid Administration Rapidly Suppresses Basal and Stress-Induced Hypothalamo-Pituitary-Adrenal Axis Activity ,"£2,307.70"
PMC3101805,Endocrine Society,Endocrinology,The role of the medial and central amygdala in stress-induced suppression of pulsatile LH secretion in female rats.,"£3,378.16"
PMID: 22416084,Endocrine Society,Endocrinology,Estrogen receptors _ and _ have different gender.. ,£977.15
PMC3475725,Endocrine Society,Endocrinology,"Lack of significant metabolic abnormalities in mice with liver-specific disruption of 11_-hydroxysteroid dehydrogenase type 1.
","£1,848.20"
PMC3192420,Endocrine Society,Endocrinology,Maternal nutrient restriction during late gestation & early postnatal growth in sheep differentially reset the control of energy metabolism in the gastric mucosa,£372.44
PMC3328128,Endocrine Society,Endocrinology,Neuropeptide y cells represent a distinct glucose-sensing population in the lateral hypothalamus,"£1,919.13"
