PMID,PMCID,DOI,Publisher,Owned by/Affiliated to/Journal of,ISSN,Journal Impact Factor,Journal Title,Hybrid or Pure OA?,Article title,Citations Google Scholar,Altmetric score,CC licence type,Copyright Owner,Is the article freely available?,Cost,Contributor,Notes,ROMEO,PMC,DOIURL,XML Metadata,OpenArticleGauge
,PMC3407873,10.1016/j.inhe.2012.03.003,Elsevier,Elsevier,1876-3413,1.01,International Health,Hybrid,Treatment of schistosomiasis in African infants and preschool-aged children: downward extension and biometric optimisation of the current praziquantel dose pole,,,,,,"£1,413.88",Stuart Lawson,Michelle Brook - seems to be confusion over this paper,ROMEO,PMC,DOI,Metadata,OAG
23137753,PMC3521960,10.1016/j.ijpara.2012.10.006,Elsevier,Australian Society for Parasitology,0020-7519,3.64,International Journal for Parasitology,Hybrid,Flow cytometry-assisted rapid isolation of recombinant Plasmodium berghei parasites exemplified by functional analysis of aquaglyceroporin.,,,,,,"£2,294.00",Stuart Lawson,,ROMEO,PMC,DOI,Metadata,OAG
24533295,PMC3862423,10.1016/j.ijpddr.2013.01.004,Elsevier,Australian Society for Parasitology,0020-7519,3.64,International Journal for Parasitology,Hybrid,Functional expression of TcoAT1 reveals it to be a P1-type nucleoside transporter with no capacity for diminazene uptake,,,,,,"£1,410.00",Stuart Lawson,,ROMEO,PMC,DOI,Metadata,OAG
,None,10.1016/j.jag.2012.11.007,Elsevier,Elsevier,0303-2434,2.18,International Journal of Applied Earth Observation and Geoinformation,Hybrid,"Mapping the distribution of the main host for plague in a complex landscape in Kazakhstan: An object-based approach using SPOT-5 XS, Landsat 7 ETM+, SRTM and multiple Random Forests",,,,,,"£2,330.12",Stuart Lawson,,ROMEO,PMC,DOI,Metadata,OAG
22728312,PMC3778899,10.1016%2Fj.biocel.2012.06.016,Elsevier,Elsevier,1357-2725,4.15,International Journal of Biochemistry and Cell Biology,Hybrid,"Lipidomic profiling in Crohn's disease: Abnormalities in phosphatidylinositols, with preservation of ceramide, phosphatidylcholine and phosphatidylserine composition",,,,,,"£2,384.53",Stuart Lawson,,ROMEO,PMC,DOI,Metadata,OAG
,PMC3573229,10.1016/j.biocel.2012.10.005,Elsevier,Elsevier,1357-2725,4.15,International Journal of Biochemistry and Cell Biology,Hybrid,Testoterone protects female embryonic heart H9C2 cells against severe metabolic stress by activating estrogen receptors and up-regulating IES SUR2B,,,,,,"£2,410.82",Stuart Lawson,,ROMEO,PMC,DOI,Metadata,OAG
,PMC3819990,10.1016/j.ijcard.2012.10.046,Elsevier,International Society for Adult Congenital Heart Disease,0167-5273,5.51,International Journal of Cardiology,Hybrid,"Mortality from Ischaemic Heart Disease by Country, Region, and Age: Statistics from World Health Organisation and United Nations data",,,,,,"£1,128.42",Stuart Lawson,,ROMEO,PMC,DOI,Metadata,OAG
,PMC3819621,10.1016/j.ijcard.2013.05.062,Elsevier,International Society for Adult Congenital Heart Disease,0167-5273,5.51,International Journal of Cardiology,Hybrid,Defining cardiac adaptations and safety of endurance training in patients with m.3243A>G-related mitochondrial disease,,,,,,"£2,384.22",Stuart Lawson,,ROMEO,PMC,DOI,Metadata,OAG
,PMC3819985,10.1016/j.ijcard.2013.07.182,Elsevier,International Society for Adult Congenital Heart Disease,0167-5273,5.51,International Journal of Cardiology,Hybrid,Cardioprotective SUR2A promotes stem cell properties of cardiomyocytes,,,,,,"£2,406.73",Stuart Lawson,,ROMEO,PMC,DOI,Metadata,OAG
,PMC3572392,10.1016/j.ijpara.2012.10.017,Elsevier,Australian Society for Parasitology,0020-7519,3.64,International Journal of Parasitology,Hybrid,Proteome analysis of the Theileria annulata schizont,,,,,,"£2,386.44",Stuart Lawson,,ROMEO,PMC,DOI,Metadata,OAG
,PMC3161179,10.1016/j.jad.2011.04.005,Elsevier,International Society for Affective Disorders,0165-0327,3.30,Journal of Affective Disorders,Hybrid,Healthcare costs of paternal depression in the postnatal period,,,,,,"£2,357.04",Stuart Lawson,,ROMEO,PMC,DOI,Metadata,OAG
,PMC3161178,10.1016/j.jad.2011.04.015,Elsevier,International Society for Affective Disorders,0165-0327,3.30,Journal of Affective Disorders,Hybrid,The effects of postnatal maternal depression and anxiety on the processing of baby faces,,,,,,"£2,323.49",Stuart Lawson,,ROMEO,PMC,DOI,Metadata,OAG
,PMC3343258,10.1016/j.jad.2012.01.029,Elsevier,International Society for Affective Disorders,0165-0327,3.30,Journal of Affective Disorders,Hybrid,Predictors of maternal psychological distress in rural India: A cross-sectional community-based study,,,,,,"£2,283.58",Stuart Lawson,,ROMEO,PMC,DOI,Metadata,OAG
,PMC3781323,10.1016/j.jad.2013.05.005,Elsevier,International Society for Affective Disorders,0165-0327,3.30,Journal of Affective Disorders,Hybrid,Prevalence and correlates of depression among HIV- infected and -affected older people in rural South Africa,,,,,,"£1,530.77",Stuart Lawson,,ROMEO,PMC,DOI,Metadata,OAG
23141740,PMC3757164,10.1016%2Fj.jaci.2012.08.050,Elsevier,"American Academy of Allergy, Asthma and Immunology",0091-6749,12.05,Journal of Allergy and Clinical Immunology,Hybrid,Reduced type I interferon production by dendritic cells and weakened antiviral immunity in patients with Wiskott-Aldrich syndrome protein deficiency,,,,,,"£2,382.49",Stuart Lawson,,ROMEO,PMC,DOI,Metadata,OAG
23806636,PMC3884122,10.1016%2Fj.jaci.2013.04.051,Elsevier,"American Academy of Allergy, Asthma and Immunology",0091-6749,12.05,Journal of Allergy and Clinical Immunology,Hybrid,Prenatal alcohol exposure and childhood atopic disease: a Mendelian randomization approach,,,,,,"£2,320.04",Stuart Lawson,,ROMEO,PMC,DOI,Metadata,OAG
,PMC3664922,10.1016/j.immuni.2012.08.025,Elsevier (Cell Press),Elsevier,1074-7613,19.80,Immunity,Hybrid,Dysregulated Hematopoietic Stem and Progenitor Cell Activity Promotes Interleukin-23-Driven Chronic Intestinal Inflammation,,,,,,"£4,069.66",,,ROMEO,PMC,DOI,Metadata,OAG
,PMC3556782,10.1016/j.immuni.2012.11.004,Elsevier (Cell Press),Elsevier,1074-7613,19.80,Immunity,Hybrid,The Transcription Factor STAT-1 Couples Macrophage Synthesis of 25-Hydroxycholesterol to the Interferon Antiviral Response,,,,,,"£3,799.84",,,ROMEO,PMC,DOI,Metadata,OAG
,PMC3629941,10.1016/j.jaci.2011.04.001,Elsevier,"American Academy of Allergy, Asthma and Immunology",0091-6749,12.05,Journal of Allergy and Clinical Immunology,Hybrid,Inflammation in common variable immunodeficiency is associated with a distinct CD8(+) response to cytomegalovirus,,,,,,"£1,914.82",Stuart Lawson,,ROMEO,PMC,DOI,Metadata,OAG
,PMC3526791,10.1016/j.jaci.2011.07.047,Elsevier,"American Academy of Allergy, Asthma and Immunology",0091-6749,12.05,Journal of Allergy and Clinical Immunology,Hybrid,Functional KCa3.1 K+ channels are required for human fibrocyte migration,,,,,,"£2,277.79",Stuart Lawson,,ROMEO,PMC,DOI,Metadata,OAG
,PMC3526795,10.1016/j.jaci.2012.01.070,Elsevier,"American Academy of Allergy, Asthma and Immunology",0091-6749,12.05,Journal of Allergy and Clinical Immunology,Hybrid,CRACM/ Orai ion channel expression and function in human lung mast cells,,,,,,"£2,277.80",Stuart Lawson,,ROMEO,PMC,DOI,Metadata,OAG
,None,10.1016/j.jaa.2013.01.002,Elsevier,Elsevier,0278-4165,1.94,Journal of Anthropological Archaeology,Hybrid,"Food and social complexity at Çayönü Tepesi, southeastern Anatolia: Stable isotope evidence of differentiation in diet according to burial practice and sex in the early Neolithic",,,,,,"£2,470.01",Stuart Lawson,,ROMEO,PMC,DOI,Metadata,OAG
,PMC3617599,10.1016/j.jas.2012.03.015,Elsevier,Elsevier,0305-4403,1.89,Journal of Archaeological Science,Hybrid,Organic geochemical analysis of archaeological medicine pots from Northern Ghana. The multi-functionality of pottery,,,,,,"£2,243.55",Stuart Lawson,,ROMEO,PMC,DOI,Metadata,OAG
,PMC3566479,10.1016/j.jbtep.2011.02.004,Elsevier,Elsevier,0005-7916,2.38,Journal of Behavior Therapy and Experimental Psychiatry,Hybrid,Cognitive behavioural treatment of insomnia in patients with persecutory delusions: a pilot trial,,,,,,"£2,375.14",Stuart Lawson,,ROMEO,PMC,DOI,Metadata,OAG
,PMC3545201,10.1016/j.jbtep.2011.10.008,Elsevier,Elsevier,0005-7916,2.38,Journal of Behavior Therapy and Experimental Psychiatry,Hybrid,Imagery in the aftermath of viewing a traumatic film: Using cognitive tasks to modulate the development of involuntary memory,,,,,,"£2,332.60",Stuart Lawson,,ROMEO,PMC,DOI,Metadata,OAG
24041427,PMC3857594,10.1016/j.jbtep.2013.07.011,Elsevier,Elsevier,0005-7916,2.38,Journal of Behavior Therapy and Experimental Psychiatry,Hybrid,Contextualisation in the Revised Dual Representation Theory of PTSD,,,,,,"£1,442.64",Stuart Lawson,,ROMEO,PMC,DOI,Metadata,OAG
22104657,PMC3545201,10.1016/j.jbtep.2011.10.008,Elsevier,Elsevier,0895-4356,5.33,Journal of Clinical Epidemiology,Hybrid,Systematic Reveiw of the Hawthorn effect: New concepts are ....,,,,,,"£1,955.21",Stuart Lawson,,ROMEO,PMC,DOI,Metadata,OAG
,PMC3793856,10.1016/j.jcv.2013.02.019,Elsevier,Pan American Society for Clinical Virology and The European Society for Clinical Virology,1386-6532,3.29,Journal of Clinical Virology,Hybrid,Ecological and taxonomic variations among human RNA viruses,,,,,,"£2,486.13",Stuart Lawson,,ROMEO,PMC,DOI,Metadata,OAG
,PMC3851688,10.1016/j.jcf.2013.04.003,Elsevier,European Cystic Fibrosis Society,1569-1993,2.87,Journal of Cystic Fibrosis,Hybrid,Extensive diversification is a common feature of Pseudomonas aeruginosa populations during respiratory infections in cystic fibrosis,,,,,,"£2,396.85",Stuart Lawson,,ROMEO,PMC,DOI,Metadata,OAG
,PMC3625113,10.1016/j.jhep.2012.12.009,Elsevier,European Association for the Study of the Liver,0168-8278,9.86,Journal of Hepatology,Hybrid,"Gamma H2AX+CD8+ T-lymphocytes cannot respond to Interferon-alpha, Il-2 or Il-6 in chronic hepatitis C virus infection",,,,,,"£2,328.24",Stuart Lawson,,ROMEO,PMC,DOI,Metadata,OAG
,PMC3710969,10.1016/j.jhep.2013.04.014,Elsevier,European Association for the Study of the Liver,0168-8278,9.86,Journal of Hepatology,Hybrid,Pathogenesis of FOLFOX induced sinisoidal obstruction syndrome in murine chemotherapy model,,,,,,"£2,366.57",Stuart Lawson,,ROMEO,PMC,DOI,Metadata,OAG
,None,10.1016/j.jhg.2013.05.001,Elsevier,Elsevier,0305-7488,0.66,Journal of Historical Geography,Hybrid,The making of urban ‘healtheries’: Lord Brabazon and the transformation of cemeteries and burial grounds in late-Victorian East London,,,,,,£596.46,Stuart Lawson,,ROMEO,PMC,DOI,Metadata,OAG
,PMC3580288,10.1016/j.jhin.2012.11.003,Elsevier,Healthcare Infection Society,0195-6701,2.86,Journal of Hospital Infections,Hybrid,"Evaluation of surveillance for surgical site infections in Thika Hospital, Kenya",,,,,,"£2,293.37",Stuart Lawson,,ROMEO,PMC,DOI,Metadata,OAG
,PMC3540259,10.1016/j.jinf.2012.09.014,Elsevier,British Infection Association,0163-4453,4.07,Journal of Infection,Hybrid,The prevalence of cryptococcal antigenemia in newly diagnosed HIV patients in a Southwest London cohort,,,,,,"£2,286.09",Stuart Lawson,,ROMEO,PMC,DOI,Metadata,OAG
,PMC3466423,10.1016/j.mad.2012.07.006,Elsevier,Elsevier,0047-6374,3.26,Journal of Mechanisms of Ageing and Development,Hybrid,Frequency distribution analysis of activation times and regional fibrosis in murine Scn5a+/- hearts: the effects of ageing and sex,,,,,,"£2,696.34",Stuart Lawson,,ROMEO,PMC,DOI,Metadata,OAG
,PMC3898925,10.1016/j.jmb.2010.01.035,Elsevier,Elsevier,0022-2836,3.91,Journal of Molecular Biology,Hybrid,Structural basis of substrate binding in WsaF,10,,Publisher copyright,Publisher copyright,Yes,"£2,459.32",Jackie Proven,"This document may be redistributed and reused, subject to certain conditions. http://www.elsevier.com/wps/find/authorsview.authors/supplementalterms1.0",ROMEO,PMC,DOI,Metadata,OAG
,PMC3715698,10.1016/j.jmb.2010.01.040,Elsevier,Elsevier,0022-2836,3.91,Journal of Molecular Biology,Hybrid,FULL-LENGTH RECMBINANT PLASMODIUM VAR2CSA BINDS SPECIFICALLY TO CSPG AND INDUSES POTENT PARASITE ADHESION-BLOCKING ANTIBODIES,,,,,,"£2,331.54",,,ROMEO,PMC,DOI,Metadata,OAG
,PMC3437440,10.1016/j.jmb.2012.04.002,Elsevier,Elsevier,0022-2836,3.91,Journal of Molecular Biology,Hybrid,Selective Deactivation of Serum IgG: A General Strategy for the Enhancement of Monoclonal Antibody Receptor Interactions,,,,,,"£2,192.89",Stuart Lawson,,ROMEO,PMC,DOI,Metadata,OAG
,PMC3472557,10.1016/j.jmb.2012.08.005,Elsevier,Elsevier,0022-2836,3.91,Journal of Molecular Biology,Hybrid,Structural Basis for ASPP2 Recognition by the Tumor Suppressor p73.,,,,,,"£2,264.20",Stuart Lawson,,ROMEO,PMC,DOI,Metadata,OAG
,PMC3605589,10.1016/j.jmb.2012.12.007,Elsevier,Elsevier,0022-2836,3.91,Journal of Molecular Biology,Hybrid,A “mechanistic” explanation of the multiple helical forms adopted by bacterial flagellar filaments,,,,,,"£2,455.82",Stuart Lawson,,ROMEO,PMC,DOI,Metadata,OAG
,PMC3593212,10.1016/j.jmb.2013.01.004,Elsevier,Elsevier,0022-2836,3.91,Journal of Molecular Biology,Hybrid,"Sequence-specific, RNA-protein interactions overcome electrostatic barriers preventing assembly of Satellite Tobacco Necrosis Virus coat protein",,,,,,"£2,372.01",Stuart Lawson,,ROMEO,PMC,DOI,Metadata,OAG
,PMC3683149,10.1016/j.jneumeth.2013.03.015,Elsevier,Elsevier,0165-0270,2.11,Journal of Neuroscience Methods,Hybrid,Registration of Challenging Pre-clinical Brain Images,,,,,,"£2,420.16",Stuart Lawson,,ROMEO,PMC,DOI,Metadata,OAG
,PMC3759848,10.1016/j.jneumeth.2013.05.009,Elsevier,Elsevier,0165-0270,2.11,Journal of Neuroscience Methods,Hybrid,A Comparison of Automated Anatomical-Behavioural Mapping Methods in a Rodent Model of Stroke,,,,,,"£1,442.48",Stuart Lawson,,ROMEO,PMC,DOI,Metadata,OAG
,PMC3383891,10.1016/j.jneb.2011.10.004,Elsevier,Society for Nutrition Education and Behavior,1499-4046,1.55,Journal of Nutrition Education and Behaviour,Hybrid,Examining multiple parenting behaviours on young children’s dietary fat consumption,,,,,,"£2,321.23",Stuart Lawson,,ROMEO,PMC,DOI,Metadata,OAG
,PMC3898925,10.1016/j.jmb.2010.01.035,Wiley-Blackwell,,1461-023X,,Ecology Letters,Hybrid,Differential sources of host species heterogeneity influence the transmission and control of multi-host parasites,,,,,,"£2,388.08",,,ROMEO,PMC,DOI,,OAG
23619354,PMC3857598,10.1016%2Fj.jpurol.2013.03.001,Elsevier,"European Society for Pediatric Urology (ESPU), Sociedad Iberoamericana de Urologia Pediatrica (SIUP), Asia Pacific Association of Pediatric Urology (APAPU), Saudi Pediatric Urology Group (SPUG) and Nucl o de Urologia Pediátrica da Escola Paulista de Medicina (NUPEP",1477-5131,1.39,Journal of Paediatric Urology,Hybrid,Persistent unexplained congenital clitoromegaly in females born extremely premature,,,,,,"£2,444.75",Stuart Lawson,,ROMEO,PMC,DOI,Metadata,OAG
,PMC3849851,10.1016/j.jpeds.2013.08.012,Elsevier,Elsevier,0922-3444,4.04,Journal of Pediatrics,Hybrid,"Birth status, childgrowth nd adult outcomes in low and middle income countries",,,,,,"£2,198.03",Stuart Lawson,,ROMEO,PMC,DOI,Metadata,OAG
,PMC3714598,10.1016/j.jprot.2013.02.023,Elsevier,European Proteomics Association,1874-3919,4.09,Journal of Proteomics,Hybrid,Cleaning up the masses: Exclusion lists to reduce contamination with HPLC-MS/MS.,,,,,,"£2,471.41",Stuart Lawson,,ROMEO,PMC,DOI,Metadata,OAG
,PMC3714596,10.1016/j.jprot.2013.03.005,Elsevier,European Proteomics Association,1874-3919,4.09,Journal of Proteomics,Hybrid,Quantitative cross-linking/mass spectrometry using isotope-labelled cross-linkers.,,,,,,"£2,980.36",Stuart Lawson,,ROMEO,PMC,DOI,Metadata,OAG
,PMC3923277,10.1038/jid.2013.356,Elsevier,Elsevier,0960-0760,3.98,Journal of Steroid Biochemistry & Molecular Biology,Hybrid,Changing glucocorticoid action: 11-hydroxysteroid dehydrogenase type 1 in acute and chronic inflammation,,,,,,"£2,488.17",Stuart Lawson,,ROMEO,PMC,DOI,Metadata,OAG
,PMC3477310,10.1016/j.jsb.2011.03.010,Elsevier,Elsevier,1047-8477,3.36,Journal of Structural Biology,Hybrid,How vaccinia virus has evolved to subvert the host immune response,,,,,,"£1,939.95",Stuart Lawson,,ROMEO,PMC,DOI,Metadata,OAG
,PMC3137789,10.1016/j.jsb.2011.03.016,Elsevier,Elsevier,1047-8477,3.36,Journal of Structural Biology,Hybrid,Cells under siege: Viral glycoprotein interactions at the cell surface,,,,,,"£1,939.95",Stuart Lawson,,ROMEO,PMC,DOI,Metadata,OAG
,PMC3477309,10.1016/j.jsb.2011.04.017,Elsevier,Elsevier,1047-8477,3.36,Journal of Structural Biology,Hybrid,Automation of large scale transient protein expression in mammalian cells,,,,,,"£1,939.95",Stuart Lawson,,ROMEO,PMC,DOI,Metadata,OAG
,PMC3477317,10.1016/j.jsb.2011.05.008,Elsevier,Elsevier,1047-8477,3.36,Journal of Structural Biology,Hybrid,xtalPiMS: A PiMS-based web application for the management and monitoring of crystallization trials,,,,,,"£1,939.95",Stuart Lawson,,ROMEO,PMC,DOI,Metadata,OAG
,PMC3477311,10.1016/j.jsb.2011.05.009,Elsevier,Elsevier,1047-8477,3.36,Journal of Structural Biology,Hybrid,Recording information on protein complexes in an information management system,,,,,,"£1,939.95",Stuart Lawson,,ROMEO,PMC,DOI,Metadata,OAG
,PMC3477320,10.1016/j.jsb.2011.05.013,Elsevier,Elsevier,1047-8477,3.36,Journal of Structural Biology,Hybrid,From SPINE to SPINE-2 complexes and beyond,,,,,,"£1,939.95",Stuart Lawson,,ROMEO,PMC,DOI,Metadata,OAG
,PMC3355306,10.1016/j.jsb.2012.01.009,Elsevier,Elsevier,1047-8477,3.36,Journal of Structural Biology,Hybrid,Cryo-electron tomography and 3-D analysis of the intact flagellum in trypanosoma brucei,,,,,,"£2,284.19",Stuart Lawson,,ROMEO,PMC,DOI,Metadata,OAG
,PMC3698441,10.1016/j.jsb.2013.01.004,Elsevier,Elsevier,1047-8477,3.36,Journal of Structural Biology,Hybrid,A method to achieve homogeneous dispersion of large transmembrane complexes within the holes of carbon films for electron cryomicroscopy,,,,,,"£2,328.43",Stuart Lawson,,ROMEO,PMC,DOI,Metadata,OAG
,PMC3378987,10.1016/j.jand.2011.11.013,Elsevier,Academy of Nutrition and Dietetics,2212-2672,none,Journal of the Academy of Nutrition and Dietetics,Hybrid,Parent support and parent mediated behaviours are associated with children's sugary beverage consumption,6,,Publisher copyright,Publisher copyright,Yes,"£2,379.54",Theo Andrew,,ROMEO,PMC,DOI,Metadata,OAG
,PMC3728563,10.1016/j.jaac.2013.05.017,Elsevier,American Academy of Child & Adolescent Psychiatry,0890-8567,6.97,Journal of the American Academy of Child and Adolescent Psychiatry,Hybrid,"Irritable Mood as a Symptom of Depression in Youth: Prevalence, Developmental, and Clinical Correlates in the Great Smoky Mountains Study",,,,,,"£2,409.80",Stuart Lawson,,ROMEO,PMC,DOI,Metadata,OAG
,PMC3677086,10.1016/j.jacc.2012.12.046,Elsevier,American College of Cardiology,0735-1097,14.09,Journal of the American College of Cardiology,Hybrid,"The Relationship Between Metabolic Risk Factors and Incident Cardiovascular Disease in Europeans, South Asians, and African Caribbeans",,,,,,"£1,528.17",Stuart Lawson,You have been temporarily denied access to the system. PMR DOI 2014-04-01:23:46,ROMEO,PMC,DOI,Metadata,OAG
,PMC3560033,10.1016/j.jns.2012.12.003,Elsevier,World Federation of Neurology,0022-510X,2.24,Journal of the Neurological Sciences,Hybrid,The m.3291T>C mt-tRNA mutation is definitely pathogenic and causes multisystem mitochondrial disease,,,,,,"£2,404.27",Stuart Lawson,,ROMEO,PMC,DOI,Metadata,OAG
,None,10.1016/j.jtrangeo.2012.10.013,Elsevier,Elsevier,0966-6923,1.94,Journal of Transport Geography,Hybrid,The factors influencing car use in a cycle-friendly city: the case of Cambridge,,,,,,"£1,188.83",Stuart Lawson,You have been temporarily denied access to the system. PMR DOI 2014-04-01:23:49,ROMEO,PMC,DOI,Metadata,OAG
,PMC3470038,10.1016/j.jviromet.2012.06.014,Elsevier,Elsevier,0166-0934,1.90,Journal of Virological Methods,Hybrid,A plate-based high-throughput assay for virus stability and vaccine formulation.,,,,,,"£2,165.92",Stuart Lawson,You have been temporarily denied access to the system. PMR DOI 2014-04-01:23:50,ROMEO,PMC,DOI,Metadata,OAG
,PMC3525981,10.1016/S0140-6736(12)60399-7,Elsevier,Elsevier,0140-6736,39.06,Lancet,Hybrid,"Dementia incidence and mortality in middle income countries, and associations with indicators of cognitive reserve: a 10/66 Dementia Research Group cohort study",,,,,,"£4,320.00",Stuart Lawson,,ROMEO,PMC,DOI,Metadata,OAG
